track_id,track_name,artist_name,album_name,release_date,genre,duration_ms,popularity,danceability,energy,loudness,mode,tempo,stream_count,country,explicit,label
SP0352,21 Track 352,21 Savage,21 Album 3,2020-02-17,Hip-Hop,237803,78,0.87,0.74,-7.91,1,103,3802165664,USA,1,Epic Records
SP0353,21 Track 353,21 Savage,21 Album 2,2021-06-24,Hip-Hop,292566,94,0.87,0.55,-5.85,0,158,1226030167,Germany,1,Epic Records
SP0354,Bad Track 354,Bad Bunny,Bad Album 2,2019-02-17,Latin,131475,68,0.58,0.47,-11.04,0,92,146653625,Japan,1,Rimas
SP0355,Metro Track 355,Metro Boomin,Metro Album 4,2022-01-12,Hip-Hop,278847,64,0.51,0.94,-6.1,0,139,3450354470,USA,1,Boominati
SP0356,Metro Track 356,Metro Boomin,Metro Album 1,2024-06-26,Hip-Hop,281725,77,0.74,0.84,-4.49,0,107,2241172272,UK,0,Boominati
SP0357,The Track 357,The Weeknd,The Album 4,2024-04-07,R&B,269429,100,0.93,0.75,-6.98,0,161,2486322069,Germany,1,XO
SP0358,SZA Track 358,SZA,SZA Album 3,2019-03-26,R&B,264170,85,0.73,0.8,-7.19,1,125,3886143443,Germany,1,Top Dawg
SP0359,Bad Track 359,Bad Bunny,Bad Album 6,2024-11-14,Latin,279491,75,0.75,0.56,-5.11,1,126,1953058119,Australia,1,Rimas
SP0360,Drake Track 360,Drake,Drake Album 1,2018-05-20,Hip-Hop,255688,68,0.95,0.61,-9.3,0,107,3685291263,Germany,0,OVO Sound
SP0361,Kendrick Track 361,Kendrick Lamar,Kendrick Album 8,2020-02-02,Hip-Hop,213233,69,0.56,0.64,-6.76,0,112,3493537336,Brazil,0,Interscope
SP0362,21 Track 362,21 Savage,21 Album 2,2024-10-07,Hip-Hop,205116,90,0.58,0.89,-5.79,0,156,2768462618,Brazil,0,Epic Records
SP0363,21 Track 363,21 Savage,21 Album 1,2024-02-25,Hip-Hop,207658,82,0.9,0.68,-3.63,0,109,3221255362,USA,1,Epic Records
SP0364,Drake Track 364,Drake,Drake Album 6,2022-09-02,Hip-Hop,261539,96,0.57,0.72,-10.01,0,166,3152106042,Japan,1,OVO Sound
SP0365,21 Track 365,21 Savage,21 Album 5,2019-04-14,Hip-Hop,223369,69,0.56,0.49,-6.86,0,150,1724513575,Brazil,0,Epic Records
SP0366,SZA Track 366,SZA,SZA Album 3,2024-12-05,R&B,246070,95,0.59,0.66,-6.86,0,111,317708574,Brazil,1,Top Dawg
SP0367,Bad Track 367,Bad Bunny,Bad Album 7,2019-02-22,Latin,231028,83,0.66,0.62,-6.66,0,119,736945805,Germany,1,Rimas
SP0368,21 Track 368,21 Savage,21 Album 4,2020-08-02,Hip-Hop,172346,83,0.57,0.84,-11.23,0,111,2677185159,India,1,Epic Records
SP0369,Drake Track 369,Drake,Drake Album 2,2023-12-26,Hip-Hop,199984,88,0.71,0.63,-5.34,0,106,2356874134,Brazil,1,OVO Sound
SP0370,21 Track 370,21 Savage,21 Album 1,2020-12-23,Hip-Hop,218725,97,0.91,0.73,-9.7,0,116,871982997,Brazil,0,Epic Records
SP0371,Post Track 371,Post Malone,Post Album 5,2018-02-13,Pop,293796,83,0.89,0.46,-4.19,1,109,1645099223,UK,1,Republic Records
SP0372,Post Track 372,Post Malone,Post Album 8,2019-03-07,Pop,266980,61,0.52,0.94,-9.26,1,130,3207133819,India,0,Republic Records
SP0373,Bad Track 373,Bad Bunny,Bad Album 5,2023-06-21,Latin,181919,92,0.62,0.48,-9.68,1,83,2393446351,Brazil,0,Rimas
SP0374,Travis Track 374,Travis Scott,Travis Album 3,2023-07-22,Hip-Hop,143014,84,0.73,0.81,-4.15,0,133,1042341816,India,1,Epic Records
SP0375,Kendrick Track 375,Kendrick Lamar,Kendrick Album 3,2023-08-18,Hip-Hop,174200,68,0.76,0.81,-10.18,0,119,2967222810,India,1,Interscope
SP0376,Travis Track 376,Travis Scott,Travis Album 2,2020-06-03,Hip-Hop,168269,80,0.88,0.53,-11.73,1,132,1776312876,Brazil,1,Epic Records
SP0377,Kendrick Track 377,Kendrick Lamar,Kendrick Album 3,2020-04-04,Hip-Hop,168430,61,0.84,0.77,-9.6,0,156,1007216402,Canada,0,Interscope
SP0378,Bad Track 378,Bad Bunny,Bad Album 8,2019-12-25,Latin,155150,92,0.88,0.7,-6.15,0,129,2120742781,Australia,0,Rimas
SP0379,Travis Track 379,Travis Scott,Travis Album 7,2021-04-02,Hip-Hop,123935,77,0.93,0.57,-5.96,0,106,294053367,India,1,Epic Records
SP0380,21 Track 380,21 Savage,21 Album 8,2025-12-11,Hip-Hop,184692,87,0.68,0.47,-5.38,1,120,1702864410,USA,0,Epic Records
SP0381,Post Track 381,Post Malone,Post Album 7,2025-01-08,Pop,130289,95,0.67,0.86,-3.34,0,117,1897869509,Japan,1,Republic Records
SP0382,Kendrick Track 382,Kendrick Lamar,Kendrick Album 5,2025-03-14,Hip-Hop,280729,63,0.81,0.93,-7.83,1,91,3113744348,UK,0,Interscope
SP0383,21 Track 383,21 Savage,21 Album 6,2020-07-14,Hip-Hop,238197,61,0.58,0.76,-5.59,0,138,397318705,Brazil,1,Epic Records
SP0384,Travis Track 384,Travis Scott,Travis Album 8,2019-02-04,Hip-Hop,286218,83,0.54,0.82,-5.46,0,128,2373717591,Japan,0,Epic Records
SP0385,Travis Track 385,Travis Scott,Travis Album 3,2023-10-28,Hip-Hop,162499,69,0.58,0.83,-8.22,1,137,1250302958,India,0,Epic Records
SP0386,Travis Track 386,Travis Scott,Travis Album 5,2021-01-20,Hip-Hop,123200,89,0.72,0.71,-4.73,1,110,941466076,Australia,1,Epic Records
SP0387,SZA Track 387,SZA,SZA Album 1,2025-02-20,R&B,184150,95,0.63,0.78,-4.62,0,86,803881710,India,0,Top Dawg
SP0388,Bad Track 388,Bad Bunny,Bad Album 1,2018-03-28,Latin,294849,96,0.88,0.61,-3.72,0,93,1800816346,India,0,Rimas
SP0389,Kendrick Track 389,Kendrick Lamar,Kendrick Album 6,2020-08-24,Hip-Hop,129395,65,0.85,0.62,-3.92,0,134,3631987279,UK,1,Interscope
SP0390,Post Track 390,Post Malone,Post Album 5,2020-02-23,Pop,206300,93,0.69,0.56,-10.12,0,93,2464002884,UK,1,Republic Records
SP0391,21 Track 391,21 Savage,21 Album 6,2022-07-20,Hip-Hop,188068,93,0.76,0.78,-3.66,1,146,3141824626,Australia,1,Epic Records
SP0392,Travis Track 392,Travis Scott,Travis Album 4,2021-12-10,Hip-Hop,120414,67,0.51,0.78,-10.94,0,158,1790831278,Japan,0,Epic Records
SP0393,Bad Track 393,Bad Bunny,Bad Album 4,2023-09-26,Latin,122961,100,0.59,0.6,-4.89,1,118,2186215377,Germany,0,Rimas
SP0394,Taylor Track 394,Taylor Swift,Taylor Album 1,2023-06-13,Pop,166040,72,0.65,0.63,-5.95,1,84,2783055184,India,1,Republic Records
SP0395,Travis Track 395,Travis Scott,Travis Album 8,2025-09-11,Hip-Hop,228515,63,0.88,0.61,-5.48,1,151,2311610601,USA,0,Epic Records
SP0396,21 Track 396,21 Savage,21 Album 3,2023-06-03,Hip-Hop,193520,61,0.65,0.65,-7.19,0,153,2611414829,Japan,0,Epic Records
SP0397,21 Track 397,21 Savage,21 Album 6,2019-05-23,Hip-Hop,128291,77,0.69,0.71,-9.86,1,118,938313711,Brazil,0,Epic Records
SP0398,Taylor Track 398,Taylor Swift,Taylor Album 4,2023-01-25,Pop,144275,88,0.73,0.87,-3.86,0,104,1470786685,Australia,1,Republic Records
SP0399,Bad Track 399,Bad Bunny,Bad Album 3,2020-02-27,Latin,173788,62,0.71,0.83,-7.3,0,119,199107235,UK,1,Rimas
SP0400,Post Track 400,Post Malone,Post Album 5,2018-02-17,Pop,125893,96,0.84,0.79,-10.11,0,104,1240797512,Brazil,1,Republic Records
SP0401,Post Track 401,Post Malone,Post Album 3,2019-05-05,Pop,191732,67,0.51,0.78,-7.37,0,149,1514604930,Germany,1,Republic Records
SP0402,Travis Track 402,Travis Scott,Travis Album 3,2022-10-08,Hip-Hop,138675,79,0.78,0.63,-8.01,0,83,2031793892,USA,0,Epic Records
SP0403,SZA Track 403,SZA,SZA Album 7,2018-02-14,R&B,166919,98,0.9,0.78,-5.79,1,158,1537394794,Brazil,1,Top Dawg
SP0404,The Track 404,The Weeknd,The Album 3,2019-08-19,R&B,144357,89,0.54,0.61,-6.2,1,140,1005119066,Canada,0,XO
SP0405,21 Track 405,21 Savage,21 Album 3,2022-06-13,Hip-Hop,294373,81,0.85,0.92,-7.92,0,88,2051545544,UK,1,Epic Records
SP0406,Post Track 406,Post Malone,Post Album 6,2025-03-10,Pop,278450,96,0.56,0.5,-4.64,0,121,2398645471,UK,1,Republic Records
SP0407,Metro Track 407,Metro Boomin,Metro Album 7,2025-07-19,Hip-Hop,182541,99,0.61,0.53,-7.66,0,123,904376014,Japan,1,Boominati
SP0408,21 Track 408,21 Savage,21 Album 4,2023-09-23,Hip-Hop,165373,64,0.83,0.83,-4.47,0,155,2570124760,Australia,1,Epic Records
SP0409,Metro Track 409,Metro Boomin,Metro Album 5,2019-08-06,Hip-Hop,226376,64,0.77,0.81,-6.63,1,121,2132981496,USA,0,Boominati
SP0410,The Track 410,The Weeknd,The Album 1,2020-10-25,R&B,158463,69,0.7,0.6,-6.46,1,105,893310198,Germany,1,XO
SP0411,21 Track 411,21 Savage,21 Album 6,2022-07-23,Hip-Hop,143406,97,0.5,0.97,-8.36,0,117,278051302,Germany,0,Epic Records
SP0412,Drake Track 412,Drake,Drake Album 5,2023-02-28,Hip-Hop,128174,75,0.69,0.76,-6.37,1,131,1648809377,Japan,0,OVO Sound
SP0413,Travis Track 413,Travis Scott,Travis Album 7,2025-03-07,Hip-Hop,214447,86,0.57,0.98,-5.97,0,81,318146694,USA,0,Epic Records
SP0414,Post Track 414,Post Malone,Post Album 3,2024-03-03,Pop,288360,86,0.89,0.92,-5.74,1,159,782223853,Australia,1,Republic Records
SP0415,Metro Track 415,Metro Boomin,Metro Album 4,2025-07-12,Hip-Hop,168704,87,0.77,0.76,-4.38,0,144,1166421858,Japan,1,Boominati
SP0416,Drake Track 416,Drake,Drake Album 6,2018-10-16,Hip-Hop,149665,97,0.72,0.82,-10.72,1,139,2230281423,UK,0,OVO Sound
SP0417,The Track 417,The Weeknd,The Album 2,2025-11-24,R&B,299325,100,0.74,0.76,-6.48,1,148,3353748592,USA,1,XO
SP0418,Post Track 418,Post Malone,Post Album 6,2025-10-24,Pop,230366,82,0.93,0.87,-9.4,0,168,3973672922,Brazil,1,Republic Records
SP0419,Drake Track 419,Drake,Drake Album 1,2025-10-06,Hip-Hop,292050,78,0.86,0.78,-9.42,0,96,2181518770,UK,1,OVO Sound
SP0420,Kendrick Track 420,Kendrick Lamar,Kendrick Album 5,2020-10-09,Hip-Hop,187359,60,0.83,0.77,-3.81,0,164,1928360758,Germany,0,Interscope
SP0421,Kendrick Track 421,Kendrick Lamar,Kendrick Album 1,2021-08-06,Hip-Hop,209875,65,0.94,0.77,-4.6,1,132,3318704462,Japan,0,Interscope
SP0422,Post Track 422,Post Malone,Post Album 6,2020-04-19,Pop,134241,76,0.84,0.51,-10.49,1,140,1304361972,Australia,0,Republic Records
SP0423,SZA Track 423,SZA,SZA Album 3,2024-08-09,R&B,259052,87,0.51,0.94,-7.96,1,147,2942931415,USA,0,Top Dawg
SP0424,Metro Track 424,Metro Boomin,Metro Album 5,2023-07-20,Hip-Hop,207809,77,0.62,0.5,-6.11,1,139,3330658306,Canada,0,Boominati
SP0425,Metro Track 425,Metro Boomin,Metro Album 3,2023-11-23,Hip-Hop,202121,95,0.5,0.45,-11.39,1,92,2265992861,UK,1,Boominati
SP0426,Bad Track 426,Bad Bunny,Bad Album 5,2021-12-10,Latin,170614,62,0.51,0.5,-3.55,0,156,2750545127,UK,0,Rimas
SP0427,Taylor Track 427,Taylor Swift,Taylor Album 3,2020-07-22,Pop,149057,71,0.61,0.7,-3.57,1,115,3314372292,Japan,1,Republic Records
SP0428,Kendrick Track 428,Kendrick Lamar,Kendrick Album 1,2020-02-09,Hip-Hop,220348,84,0.65,0.48,-3.4,1,102,1902254518,UK,1,Interscope
SP0429,The Track 429,The Weeknd,The Album 8,2024-03-21,R&B,148424,69,0.74,0.68,-6.47,0,136,3082620983,Brazil,0,XO
SP0430,Drake Track 430,Drake,Drake Album 5,2019-02-19,Hip-Hop,236885,61,0.9,0.53,-6.24,0,165,1687115255,Brazil,0,OVO Sound
SP0431,Bad Track 431,Bad Bunny,Bad Album 8,2024-10-01,Latin,245341,87,0.68,0.84,-4.69,0,149,980004816,USA,1,Rimas
SP0432,Post Track 432,Post Malone,Post Album 6,2019-10-18,Pop,207409,79,0.68,0.79,-3.37,0,126,2306202444,Germany,0,Republic Records
SP0433,Post Track 433,Post Malone,Post Album 3,2022-11-07,Pop,265352,62,0.94,0.8,-9.31,1,93,2718479630,Germany,1,Republic Records
SP0434,Taylor Track 434,Taylor Swift,Taylor Album 3,2025-12-07,Pop,129358,72,0.51,0.98,-9.85,1,88,3414788802,Brazil,1,Republic Records
SP0435,Metro Track 435,Metro Boomin,Metro Album 6,2025-01-02,Hip-Hop,134694,81,0.85,0.47,-10.94,1,166,3747480643,India,0,Boominati
SP0436,Taylor Track 436,Taylor Swift,Taylor Album 8,2018-12-05,Pop,291398,61,0.71,0.94,-11.59,0,81,749803849,USA,1,Republic Records
SP0437,Taylor Track 437,Taylor Swift,Taylor Album 2,2025-10-06,Pop,147874,67,0.72,0.87,-10.01,0,134,1458877631,Japan,1,Republic Records
SP0438,Taylor Track 438,Taylor Swift,Taylor Album 4,2020-06-27,Pop,131950,97,0.58,0.48,-9.53,1,101,3000567626,Germany,0,Republic Records
SP0439,Post Track 439,Post Malone,Post Album 3,2021-10-02,Pop,146205,100,0.78,0.86,-11.86,1,90,37271239,USA,0,Republic Records
SP0440,Taylor Track 440,Taylor Swift,Taylor Album 8,2022-07-23,Pop,153264,73,0.56,0.59,-7.95,0,102,2632240691,USA,0,Republic Records
SP0441,Post Track 441,Post Malone,Post Album 5,2019-11-27,Pop,211187,86,0.5,0.57,-10.94,0,159,1564354263,Canada,1,Republic Records
SP0442,The Track 442,The Weeknd,The Album 2,2022-01-07,R&B,159116,90,0.72,0.53,-3.7,0,162,1574197331,Brazil,0,XO
SP0443,SZA Track 443,SZA,SZA Album 8,2022-06-20,R&B,131355,66,0.83,0.94,-10.42,0,142,2221494631,UK,0,Top Dawg
SP0444,The Track 444,The Weeknd,The Album 6,2025-10-19,R&B,229855,72,0.84,0.93,-9.93,0,121,988316519,UK,0,XO
SP0445,SZA Track 445,SZA,SZA Album 2,2021-07-08,R&B,243467,97,0.72,0.92,-10.7,1,102,1673571006,Germany,0,Top Dawg
SP0446,Post Track 446,Post Malone,Post Album 5,2021-11-12,Pop,173008,81,0.56,0.82,-11.46,0,94,3667814780,Australia,1,Republic Records
SP0447,SZA Track 447,SZA,SZA Album 5,2020-06-08,R&B,278239,70,0.86,0.79,-6.5,0,153,2384067376,Canada,0,Top Dawg
SP0448,SZA Track 448,SZA,SZA Album 8,2025-04-19,R&B,241310,77,0.51,0.68,-4.15,0,121,1875084042,Canada,0,Top Dawg
SP0449,21 Track 449,21 Savage,21 Album 1,2018-07-02,Hip-Hop,243378,92,0.52,0.73,-7.69,0,137,2137233070,Canada,0,Epic Records
SP0450,Metro Track 450,Metro Boomin,Metro Album 7,2018-12-24,Hip-Hop,177149,68,0.66,0.58,-3.01,0,141,2883486064,Brazil,0,Boominati
SP0451,Post Track 451,Post Malone,Post Album 3,2018-08-15,Pop,226262,71,0.86,0.65,-7.82,0,160,313648148,Japan,1,Republic Records
SP0452,Metro Track 452,Metro Boomin,Metro Album 5,2018-05-14,Hip-Hop,280563,94,0.76,0.56,-5.84,1,87,2220776336,Germany,0,Boominati
SP0453,Taylor Track 453,Taylor Swift,Taylor Album 1,2024-06-15,Pop,215832,83,0.58,0.75,-11.4,0,97,1448512030,Canada,0,Republic Records
SP0454,Post Track 454,Post Malone,Post Album 4,2021-12-25,Pop,204007,82,0.9,0.72,-8.19,0,88,1611222993,Germany,1,Republic Records
SP0455,Post Track 455,Post Malone,Post Album 5,2019-08-23,Pop,238483,99,0.67,0.81,-5.76,0,104,3840695106,Australia,0,Republic Records
SP0456,Taylor Track 456,Taylor Swift,Taylor Album 2,2024-03-10,Pop,148669,70,0.62,0.82,-7.53,0,146,2704130765,USA,1,Republic Records
SP0457,SZA Track 457,SZA,SZA Album 7,2020-08-12,R&B,236355,61,0.63,0.48,-4.15,0,146,2778845297,Germany,1,Top Dawg
SP0458,21 Track 458,21 Savage,21 Album 6,2023-11-21,Hip-Hop,247440,97,0.8,0.73,-7.06,1,118,2446327339,India,1,Epic Records
SP0459,Travis Track 459,Travis Scott,Travis Album 6,2022-04-16,Hip-Hop,195535,63,0.57,0.6,-3.39,0,148,1235124755,India,0,Epic Records
SP0460,Travis Track 460,Travis Scott,Travis Album 1,2020-04-04,Hip-Hop,203001,96,0.56,0.59,-10.34,0,165,1371263098,Germany,0,Epic Records
SP0461,Bad Track 461,Bad Bunny,Bad Album 5,2025-09-06,Latin,151847,61,0.68,0.71,-10.69,1,120,680243704,USA,1,Rimas
SP0462,Kendrick Track 462,Kendrick Lamar,Kendrick Album 3,2025-05-25,Hip-Hop,268172,88,0.65,0.51,-7.69,0,97,2922023638,UK,1,Interscope
SP0463,Drake Track 463,Drake,Drake Album 4,2024-10-27,Hip-Hop,236909,82,0.54,0.48,-6.23,0,115,850592447,USA,0,OVO Sound
SP0464,Metro Track 464,Metro Boomin,Metro Album 2,2025-11-22,Hip-Hop,254162,85,0.59,0.62,-6.55,0,165,1560761818,Japan,0,Boominati
SP0465,SZA Track 465,SZA,SZA Album 1,2023-07-12,R&B,194619,82,0.66,0.97,-4.13,0,107,3136106365,Australia,1,Top Dawg
SP0466,Post Track 466,Post Malone,Post Album 7,2022-03-26,Pop,228578,68,0.88,0.77,-10.71,1,140,3735995031,Germany,0,Republic Records
SP0467,21 Track 467,21 Savage,21 Album 7,2024-02-01,Hip-Hop,287459,77,0.69,0.74,-5.61,0,105,808891483,Japan,1,Epic Records
SP0468,Metro Track 468,Metro Boomin,Metro Album 5,2025-01-27,Hip-Hop,273408,79,0.72,0.84,-9.98,0,99,1138189228,Brazil,1,Boominati
SP0469,Taylor Track 469,Taylor Swift,Taylor Album 8,2022-07-06,Pop,289026,75,0.51,0.86,-7.56,0,156,3212179751,Germany,1,Republic Records
SP0470,21 Track 470,21 Savage,21 Album 8,2024-05-21,Hip-Hop,151348,83,0.73,0.75,-4.39,0,154,261300243,India,1,Epic Records
SP0471,Post Track 471,Post Malone,Post Album 1,2020-06-06,Pop,191478,83,0.69,0.93,-8.8,1,117,2284667646,UK,0,Republic Records
SP0472,Travis Track 472,Travis Scott,Travis Album 3,2019-10-25,Hip-Hop,262530,80,0.89,0.89,-5.84,1,114,2953958346,Germany,0,Epic Records
SP0473,Metro Track 473,Metro Boomin,Metro Album 3,2023-03-01,Hip-Hop,255835,78,0.67,0.71,-8.94,0,93,945771229,India,0,Boominati
SP0474,The Track 474,The Weeknd,The Album 2,2019-07-15,R&B,150556,68,0.92,0.7,-9.2,1,97,3519154515,Australia,1,XO
SP0475,Travis Track 475,Travis Scott,Travis Album 2,2022-01-24,Hip-Hop,178289,68,0.89,0.53,-9.96,0,106,569283112,UK,1,Epic Records
SP0476,Taylor Track 476,Taylor Swift,Taylor Album 8,2019-01-25,Pop,233048,62,0.59,0.47,-6.06,0,140,520767017,Brazil,0,Republic Records
SP0477,Taylor Track 477,Taylor Swift,Taylor Album 2,2022-11-01,Pop,152451,98,0.59,0.93,-10.34,1,83,399894192,India,1,Republic Records
SP0478,21 Track 478,21 Savage,21 Album 4,2023-06-06,Hip-Hop,252358,96,0.53,0.88,-5.13,0,104,1220565696,India,0,Epic Records
SP0479,Taylor Track 479,Taylor Swift,Taylor Album 8,2021-09-28,Pop,216066,97,0.58,0.81,-11.03,1,128,1831460610,Canada,0,Republic Records
SP0480,SZA Track 480,SZA,SZA Album 8,2019-06-04,R&B,148918,93,0.56,0.85,-5.66,0,90,1419244959,Australia,0,Top Dawg
SP0481,SZA Track 481,SZA,SZA Album 5,2022-08-20,R&B,236380,74,0.75,0.6,-4.3,0,88,3852941932,Australia,1,Top Dawg
SP0482,Travis Track 482,Travis Scott,Travis Album 2,2018-11-16,Hip-Hop,223905,88,0.74,0.81,-10.93,1,131,2995161683,UK,0,Epic Records
SP0483,Taylor Track 483,Taylor Swift,Taylor Album 4,2023-04-11,Pop,275965,85,0.56,0.89,-5.47,1,154,2559707221,Brazil,1,Republic Records
SP0484,Bad Track 484,Bad Bunny,Bad Album 7,2025-11-20,Latin,247017,92,0.63,0.86,-11.03,1,142,2145774649,Canada,0,Rimas
SP0485,Drake Track 485,Drake,Drake Album 2,2019-12-02,Hip-Hop,250583,61,0.94,0.65,-5.89,0,118,2681326885,UK,0,OVO Sound
SP0486,Metro Track 486,Metro Boomin,Metro Album 5,2025-08-07,Hip-Hop,293563,91,0.72,0.59,-8.91,0,84,1858581435,UK,1,Boominati
SP0487,Post Track 487,Post Malone,Post Album 8,2023-07-15,Pop,129432,62,0.58,0.8,-4.99,0,142,1859761315,India,1,Republic Records
SP0488,SZA Track 488,SZA,SZA Album 8,2025-02-19,R&B,293035,95,0.81,0.75,-7.72,0,144,249389148,Japan,1,Top Dawg
SP0489,Post Track 489,Post Malone,Post Album 6,2024-10-22,Pop,194563,80,0.53,0.76,-10.85,1,124,3487005482,USA,1,Republic Records
SP0490,SZA Track 490,SZA,SZA Album 6,2019-07-12,R&B,227984,82,0.53,0.58,-9.89,1,155,374821968,UK,1,Top Dawg
SP0491,Taylor Track 491,Taylor Swift,Taylor Album 6,2023-03-01,Pop,129798,89,0.8,0.67,-7.37,1,114,97627095,Australia,0,Republic Records
SP0492,Bad Track 492,Bad Bunny,Bad Album 6,2024-10-13,Latin,270087,66,0.86,0.5,-5.92,1,143,2169374355,Germany,0,Rimas
SP0493,21 Track 493,21 Savage,21 Album 4,2022-06-14,Hip-Hop,250272,100,0.88,0.87,-4.44,0,116,1148832493,USA,1,Epic Records
SP0494,21 Track 494,21 Savage,21 Album 2,2024-04-20,Hip-Hop,271569,66,0.77,0.59,-6.9,1,134,910822844,Germany,0,Epic Records
SP0495,Kendrick Track 495,Kendrick Lamar,Kendrick Album 6,2022-07-22,Hip-Hop,172448,86,0.68,0.78,-7.92,0,82,2706569154,India,1,Interscope
SP0496,The Track 496,The Weeknd,The Album 7,2025-05-21,R&B,268404,100,0.53,0.56,-7.84,0,99,3215907540,Brazil,1,XO
SP0497,SZA Track 497,SZA,SZA Album 4,2023-02-21,R&B,228118,77,0.87,0.79,-9.69,0,131,1034278525,UK,0,Top Dawg
SP0498,The Track 498,The Weeknd,The Album 5,2018-04-26,R&B,241676,91,0.75,0.68,-6.18,0,105,694439498,Brazil,0,XO
SP0499,Drake Track 499,Drake,Drake Album 3,2022-05-22,Hip-Hop,288897,62,0.93,0.71,-11.82,0,120,2593851226,Brazil,0,OVO Sound
SP0500,SZA Track 500,SZA,SZA Album 2,2023-11-22,R&B,224043,68,0.61,0.75,-7.5,0,146,2862790873,Brazil,1,Top Dawg
SP0501,Taylor Track 501,Taylor Swift,Taylor Album 6,2021-10-04,Pop,206320,97,0.83,0.88,-5.3,1,107,629668903,UK,0,Republic Records
SP0502,The Track 502,The Weeknd,The Album 5,2022-08-14,R&B,274528,63,0.72,0.65,-3.46,1,149,1830126903,Australia,0,XO
SP0503,Kendrick Track 503,Kendrick Lamar,Kendrick Album 6,2020-06-16,Hip-Hop,200785,61,0.79,0.93,-11.69,0,168,3950449047,Canada,1,Interscope
SP0504,Metro Track 504,Metro Boomin,Metro Album 6,2024-05-21,Hip-Hop,299633,67,0.74,0.58,-8.02,0,130,3993613929,Brazil,1,Boominati
SP0505,Taylor Track 505,Taylor Swift,Taylor Album 3,2021-05-07,Pop,235040,100,0.64,0.88,-6.2,0,115,3731351171,UK,1,Republic Records
SP0506,Post Track 506,Post Malone,Post Album 7,2024-06-23,Pop,146318,70,0.81,0.72,-8.83,1,138,2995904649,USA,0,Republic Records
SP0507,Travis Track 507,Travis Scott,Travis Album 1,2025-11-05,Hip-Hop,225031,72,0.78,0.62,-11.26,0,111,2227774604,India,1,Epic Records
SP0508,Bad Track 508,Bad Bunny,Bad Album 3,2025-08-28,Latin,188335,71,0.81,0.89,-4.8,0,90,1790248603,Germany,0,Rimas
SP0509,SZA Track 509,SZA,SZA Album 1,2024-10-08,R&B,126021,95,0.79,0.78,-3.84,1,105,1134350133,India,0,Top Dawg
SP0510,SZA Track 510,SZA,SZA Album 3,2024-10-09,R&B,143346,83,0.58,0.75,-11.87,1,138,3563043688,Australia,0,Top Dawg
SP0511,The Track 511,The Weeknd,The Album 5,2021-04-28,R&B,195487,91,0.67,0.68,-10.14,0,116,3131187367,Canada,1,XO
SP0512,Travis Track 512,Travis Scott,Travis Album 5,2024-03-01,Hip-Hop,188629,75,0.78,0.93,-8.67,1,90,54325089,Australia,0,Epic Records
SP0513,Bad Track 513,Bad Bunny,Bad Album 7,2024-11-07,Latin,230963,98,0.62,0.5,-11.47,1,110,2032639341,Germany,0,Rimas
SP0514,Drake Track 514,Drake,Drake Album 7,2022-09-20,Hip-Hop,199300,85,0.8,0.52,-3.97,0,154,780397831,Brazil,0,OVO Sound
SP0515,Metro Track 515,Metro Boomin,Metro Album 3,2025-06-15,Hip-Hop,143500,80,0.82,0.68,-9.66,1,85,559203872,Australia,1,Boominati
SP0516,Bad Track 516,Bad Bunny,Bad Album 5,2024-05-09,Latin,255521,80,0.7,0.54,-5.37,1,99,2396604692,Australia,0,Rimas
SP0517,The Track 517,The Weeknd,The Album 3,2020-01-08,R&B,129401,90,0.62,0.82,-8.07,1,85,1906312622,Germany,1,XO
SP0518,Post Track 518,Post Malone,Post Album 3,2025-02-28,Pop,152415,82,0.54,0.91,-10.37,0,145,3542918799,Brazil,0,Republic Records
SP0519,21 Track 519,21 Savage,21 Album 3,2018-09-25,Hip-Hop,229161,64,0.61,0.71,-11.15,1,83,1230978669,UK,1,Epic Records
SP0520,Bad Track 520,Bad Bunny,Bad Album 1,2019-06-05,Latin,141250,89,0.87,0.8,-7.91,1,156,2836115582,USA,1,Rimas
SP0521,Drake Track 521,Drake,Drake Album 3,2025-06-24,Hip-Hop,175408,63,0.86,0.6,-4.82,0,150,2596822401,Japan,0,OVO Sound
SP0522,SZA Track 522,SZA,SZA Album 7,2022-03-08,R&B,143380,61,0.88,0.54,-4.98,1,162,3242214428,India,0,Top Dawg
SP0523,Kendrick Track 523,Kendrick Lamar,Kendrick Album 5,2025-07-24,Hip-Hop,299558,98,0.56,0.8,-4.51,0,142,1923160590,Japan,1,Interscope
SP0524,Kendrick Track 524,Kendrick Lamar,Kendrick Album 7,2024-02-25,Hip-Hop,216530,99,0.58,0.78,-11.16,1,139,2915287810,Canada,0,Interscope
SP0525,Post Track 525,Post Malone,Post Album 7,2019-05-15,Pop,140757,90,0.64,0.97,-5.84,1,111,2256663276,Japan,1,Republic Records
SP0526,21 Track 526,21 Savage,21 Album 1,2018-09-03,Hip-Hop,254588,66,0.73,0.67,-7.82,1,125,1104616253,UK,0,Epic Records
SP0527,Taylor Track 527,Taylor Swift,Taylor Album 3,2025-03-26,Pop,223011,62,0.54,0.91,-9.32,1,165,1942511538,Brazil,1,Republic Records
SP0528,Travis Track 528,Travis Scott,Travis Album 5,2021-03-03,Hip-Hop,296530,66,0.7,0.46,-8.45,0,101,2826643737,Australia,1,Epic Records
